,company,n0_rec,n0_conf,n1_rec,n1_conf,n2_rec,n2_conf,n3_rec,n3_conf,n4_rec,n4_conf,n5_rec,n5_conf,n6_rec,n6_conf,n7_rec,n7_conf,n8_rec,n8_conf,n9_rec,n9_conf,n10_rec,n10_conf,n11_rec,n11_conf,n12_rec,n12_conf,n13_rec,n13_conf,n14_rec,n14_conf,n15_rec,n15_conf,n16_rec,n16_conf,n17_rec,n17_conf,n18_rec,n18_conf,n19_rec,n19_conf,n20_rec,n20_conf,n21_rec,n21_conf,n22_rec,n22_conf,n23_rec,n23_conf,n24_rec,n24_conf
73,simon property,prologis,0.8569155931472778,general motors,0.8298244476318359,aflac,0.8214236497879028,kinder morgan,0.8076319694519043,eaton,0.8020761013031006,colgate palmolive,0.7858337163925171,schlumberger,0.7603195905685425,truist financial,0.7562338709831238,t rowe price,0.7503629326820374,valero,0.7503430247306824,american,0.7410342693328857,metlife,0.7402493953704834,costar,0.7337908744812012,linde,0.7337300777435303,general electric,0.7284059524536133,hp,0.7218257188796997,sempra,0.6967695951461792,vf,0.6966238617897034,paccar,0.6930519342422485,walgreen boots alliance,0.6926488876342773,oreilly automotive,0.6914598941802979,kimberly clark,0.6905890703201294,international business machines,0.6852088570594788,marriott,0.6822353601455688,yum brands,0.6775794625282288
74,mastercard,visa,0.9103005528450012,american express,0.7906649112701416,global payments,0.7632021307945251,union pacific,0.710280179977417,fiserv,0.6952900886535645,autozone,0.6483771204948425,comcast,0.6026264429092407,dow,0.5491233468055725,edison,0.5419397354125977,ross stores,0.5308168530464172,verizon communications,0.5281444787979126,archer daniels midland,0.526642382144928,viacomcbs,0.509077787399292,coca cola,0.4916849732398987,clorox,0.4715709090232849,freeport mcmoran,0.45609402656555176,accenture,0.45211195945739746,paychex,0.4474285840988159,travelers companies,0.44369059801101685,workday,0.43739065527915955,blackrock,0.4353971779346466,walt disney,0.43496888875961304,capital one financial,0.43472737073898315,t rowe price,0.4284382164478302,general electric,0.4278365969657898
75,international business machines,coca cola,0.8736780881881714,first republic bank,0.8524298667907715,kimberly clark,0.8368048667907715,capital one financial,0.807424783706665,blackrock,0.7950615882873535,goldman sachs,0.7912355065345764,viacomcbs,0.7819209098815918,citigroup,0.7809699177742004,prologis,0.7806257009506226,edison,0.7800307273864746,t rowe price,0.7745002508163452,general electric,0.7708561420440674,marriott,0.7571083903312683,alexion,0.753952145576477,morgan stanley,0.7429277300834656,corteva,0.7354661226272583,conocophillips,0.7255327701568604,linde,0.7144629955291748,peloton interactive,0.7019164562225342,archer daniels midland,0.6925278902053833,yum brands,0.6855307817459106,simon property,0.685208797454834,travelers companies,0.6778310537338257,digital realty,0.6764863133430481,aflac,0.6696115136146545
76,american electric power,public service enterprise,0.6761714220046997,coupa software,0.6757086515426636,vertex,0.669859766960144,costco wholesale,0.6584415435791016,home depot,0.6564333438873291,zoetis,0.643448531627655,roper technologies,0.6347109079360962,cummins,0.6244680285453796,xcel,0.6192605495452881,bristol myers squibb,0.6188377141952515,msci,0.6104328632354736,johnson controls,0.6071645617485046,sempra,0.6044614315032959,palo alto networks,0.6017352342605591,duke,0.5992016792297363,amphenol,0.5965530276298523,ringcentral,0.5906622409820557,hp,0.5905270576477051,american,0.5825529098510742,abbvie,0.5817646980285645,nike,0.5793166160583496,ametek,0.5773508548736572,otis worldwide,0.5751206874847412,motorola solutions,0.5710768699645996,paccar,0.5708120465278625
77,msci,linde,0.9341616630554199,archer daniels midland,0.9158934950828552,kimberly clark,0.9039338827133179,eversource,0.8956611156463623,paccar,0.8819363713264465,viacomcbs,0.8811298608779907,constellation brands,0.8789581060409546,peloton interactive,0.8615070581436157,seagen,0.853685736656189,hp,0.8438261151313782,dupont de nemours,0.8380694389343262,yum brands,0.8334096074104309,palo alto networks,0.830909252166748,corteva,0.8256563544273376,general electric,0.8101639747619629,ringcentral,0.809508204460144,sempra,0.8072711229324341,global payments,0.8057657480239868,digital realty,0.8017207384109497,vf,0.7975661754608154,prologis,0.7959794402122498,progressive,0.7872169017791748,lululemon athletica,0.7567870616912842,walgreen boots alliance,0.7565380334854126,waste management,0.7528136968612671
78,xcel,vertex,0.7913764119148254,dexcom,0.7322761416435242,baxter,0.7298285365104675,medtronic,0.726742148399353,costar,0.7143893837928772,truist financial,0.7097669839859009,zimmer biomet holdings,0.7090768814086914,roper technologies,0.7063560485839844,edwards lifesciences,0.704156756401062,public service enterprise,0.6985777616500854,nextera,0.6939123868942261,willis towers watson,0.6921444535255432,ebay,0.6754271388053894,becton dickinson,0.6732999682426453,stryker,0.6668651103973389,intuitive surgical,0.6616363525390625,dominion,0.638496994972229,duke,0.6345667839050293,abbott laboratories,0.6319727897644043,costco wholesale,0.6194878816604614,american electric power,0.6192605495452881,illumina,0.6149104833602905,carrier global,0.6036497354507446,biogen,0.595327615737915,danaher,0.583396315574646
79,workday,parker hannifin,0.8183985948562622,johnson controls,0.7883613705635071,automatic data processing,0.7880315184593201,ross stores,0.7767093181610107,paccar,0.7583810091018677,freeport mcmoran,0.7569642663002014,general motors,0.7565977573394775,global payments,0.7523325681686401,exelon,0.7460544109344482,fiserv,0.7456157207489014,constellation brands,0.7442948818206787,home depot,0.7416359782218933,sysco,0.7298849821090698,yum brands,0.7296127676963806,nike,0.7295991778373718,eversource,0.7288119792938232,waste management,0.7216171026229858,eaton,0.7212051153182983,msci,0.7203141450881958,ringcentral,0.7198381423950195,resmed,0.7147839665412903,ametek,0.7073016166687012,archer daniels midland,0.6971789598464966,autozone,0.6880155801773071,crowdstrike holdings,0.6819877028465271
80,intuit,electronic arts,0.980023205280304,skyworks solutions,0.976731538772583,cognizant technology solutions,0.9761447906494141,autodesk,0.9750054478645325,corning,0.9743819236755371,ansys,0.9738073945045471,adobe,0.9678627252578735,analog devices,0.9641250371932983,synopsys,0.9621045589447021,maxim integrated products,0.9618887901306152,cadence design systems,0.961268961429596,keysight technologies,0.960228443145752,microchip technology,0.9582728743553162,lam research,0.9548744559288025,chipotle mexican grill,0.9413377046585083,xilinx,0.9379472136497498,intel corporation,0.9349351525306702,micron technology,0.9211987257003784,docusign,0.8946496844291687,advanced micro devices,0.887911856174469,broadcom,0.8805067539215088,charter communications,0.8187660574913025,marvell technology group ltd,0.7749118804931641,united parcel service,0.7674292922019958,roku,0.7540343403816223
81,bristol myers squibb,abbvie,0.9505836963653564,zoetis,0.8686848878860474,cummins,0.8615854978561401,amgen,0.8529648780822754,eli lilly,0.7996909618377686,regeneron,0.7737191915512085,intuitive surgical,0.7435685396194458,gilead sciences,0.731594979763031,edwards lifesciences,0.6930060982704163,vertex,0.6466292142868042,willis towers watson,0.6437418460845947,dexcom,0.6257414817810059,humana,0.6201153993606567,american electric power,0.6188377141952515,abbott laboratories,0.6077783107757568,lululemon athletica,0.5976876020431519,biogen,0.591762900352478,chubb ltd,0.5843397378921509,home depot,0.5627597570419312,illumina,0.5128529071807861,cigna,0.509158730506897,metlife,0.49789485335350037,xcel,0.49646472930908203,danaher,0.49581748247146606,ringcentral,0.48639604449272156
82,blackrock,edison,0.894249677658081,goldman sachs,0.8513990640640259,t rowe price,0.8216086626052856,international business machines,0.7950617074966431,conocophillips,0.765670657157898,morgan stanley,0.7631251811981201,citigroup,0.7622857093811035,alexion,0.7339052557945251,coca cola,0.7308468818664551,marathon petroleum,0.7183769345283508,marriott,0.6944120526313782,nextera,0.6753427982330322,wells fargo,0.6576874256134033,kimberly clark,0.6553018093109131,capital one financial,0.6367286443710327,dow,0.621208131313324,peloton interactive,0.6179148554801941,travelers companies,0.6164807081222534,first republic bank,0.6137338876724243,american express,0.6115553379058838,corteva,0.5955201983451843,metlife,0.5945954918861389,public service enterprise,0.5858665108680725,costar,0.5834551453590393,truist financial,0.5764650106430054
83,global payments,archer daniels midland,0.9071592092514038,viacomcbs,0.887259304523468,kimberly clark,0.8236017227172852,msci,0.8057657480239868,eversource,0.8037078380584717,fiserv,0.8034717440605164,general electric,0.7938088178634644,ross stores,0.7788947820663452,paccar,0.7702513933181763,mastercard,0.7632020711898804,visa,0.7574067115783691,yum brands,0.7524852752685547,workday,0.7523325681686401,prologis,0.7515978813171387,travelers companies,0.7353307008743286,american express,0.7251409292221069,constellation brands,0.7184597253799438,peloton interactive,0.7098833322525024,linde,0.7082256078720093,ringcentral,0.7024574279785156,digital realty,0.7012035846710205,seagen,0.6971979141235352,eaton,0.6971434354782104,vf,0.6960691213607788,freeport mcmoran,0.6953830718994141
84,amphenol,ametek,0.9611140489578247,otis worldwide,0.9566292762756348,parker hannifin,0.9260183572769165,rockwell automation,0.9079194068908691,microchip technology,0.8335829377174377,honeywell,0.8177535533905029,resmed,0.7952315807342529,analog devices,0.7804944515228271,keysight technologies,0.771538257598877,johnson controls,0.7688661217689514,charter communications,0.7649323344230652,intuit,0.7423276901245117,intel corporation,0.7253903150558472,marvell technology group ltd,0.7202686071395874,raytheon technologies,0.7149984240531921,exelon,0.712370753288269,docusign,0.7096236944198608,xilinx,0.7076545357704163,nike,0.7040364146232605,skyworks solutions,0.6954596042633057,advanced micro devices,0.6892930269241333,chipotle mexican grill,0.6860144138336182,cognizant technology solutions,0.6831292510032654,emerson electric,0.6812086701393127,coupa software,0.6811690926551819
85,abbvie,bristol myers squibb,0.9505837559700012,amgen,0.8431269526481628,intuitive surgical,0.7857086062431335,cummins,0.7543606758117676,zoetis,0.736245334148407,gilead sciences,0.7115141153335571,biogen,0.7021738886833191,edwards lifesciences,0.699225902557373,humana,0.683337926864624,eli lilly,0.6806016564369202,regeneron,0.6475804448127747,willis towers watson,0.6442594528198242,abbott laboratories,0.6407085657119751,dexcom,0.5997404456138611,vertex,0.5970784425735474,chubb ltd,0.5967988967895508,american electric power,0.581764817237854,lululemon athletica,0.5741146802902222,pfizer,0.5688740015029907,moderna,0.563140869140625,mckesson,0.5596144795417786,cigna,0.5584737062454224,illumina,0.5557436943054199,cerner,0.5540791749954224,prudential financial,0.5168541669845581
86,marvell technology group ltd,docusign,0.9276344776153564,etsy,0.857256293296814,keysight technologies,0.8249204158782959,united parcel service,0.8166913986206055,sempra,0.791797399520874,synopsys,0.789845883846283,xilinx,0.7864454388618469,autodesk,0.7837978601455688,ansys,0.7801244258880615,intuit,0.7749118804931641,microchip technology,0.7678719758987427,constellation brands,0.7677102088928223,cognizant technology solutions,0.7676807641983032,cadence design systems,0.7673728466033936,maxim integrated products,0.7652924060821533,advanced micro devices,0.7650051116943359,corning,0.763364315032959,electronic arts,0.7601268291473389,progressive,0.7577738761901855,lam research,0.7570003271102905,nike,0.7548501491546631,adobe,0.7507770657539368,skyworks solutions,0.748237133026123,intel corporation,0.7453148365020752,resmed,0.7417490482330322
87,anthem,centene,0.8187850713729858,cigna,0.8006712198257446,humana,0.7967039346694946,coupa software,0.7894054651260376,chubb ltd,0.7770350575447083,unitedhealth,0.7760123014450073,qualcomm,0.7373870611190796,ametek,0.6931272745132446,advanced micro devices,0.684357762336731,motorola solutions,0.6815695762634277,broadcom,0.6684367656707764,nvidia,0.6503256559371948,intel corporation,0.6289960145950317,johnson controls,0.6255435943603516,cummins,0.6235277056694031,charter communications,0.6123371720314026,amphenol,0.605279266834259,palo alto networks,0.6018185019493103,parker hannifin,0.577849268913269,cognizant technology solutions,0.5658715963363647,intuit,0.5608875751495361,otis worldwide,0.5516322255134583,chipotle mexican grill,0.5402259826660156,american electric power,0.5259315967559814,microchip technology,0.519820511341095
88,broadcom,cognizant technology solutions,0.8896124362945557,lam research,0.8875029683113098,intel corporation,0.8832483291625977,intuit,0.8805067539215088,advanced micro devices,0.8757485151290894,adobe,0.8709468841552734,electronic arts,0.8701062798500061,maxim integrated products,0.8638716340065002,chipotle mexican grill,0.8622329235076904,micron technology,0.8503188490867615,autodesk,0.8339710235595703,qualcomm,0.8330971002578735,cadence design systems,0.8305704593658447,skyworks solutions,0.8300412893295288,xilinx,0.8273999094963074,corning,0.8252887725830078,analog devices,0.8186777830123901,synopsys,0.8088474273681641,ansys,0.8019231557846069,microchip technology,0.7986605167388916,keysight technologies,0.7691865563392639,charter communications,0.7652479410171509,roku,0.7347604036331177,docusign,0.712525486946106,nvidia,0.6957628726959229
89,facebook,pinterest,0.7747873067855835,twitter,0.7673228979110718,digital realty,0.7259119749069214,splunk,0.7100794911384583,netflix,0.6604303121566772,sherwin williams,0.6564161777496338,charles schwab,0.6238090991973877,eversource,0.6217560768127441,viacomcbs,0.6046520471572876,hp,0.595569908618927,archer daniels midland,0.5574387311935425,walgreen boots alliance,0.5422029495239258,palo alto networks,0.5420975089073181,crowdstrike holdings,0.5375568866729736,kimberly clark,0.5230386853218079,vf,0.5081700086593628,microsoft,0.5057538151741028,lululemon athletica,0.5034115314483643,msci,0.49928197264671326,paccar,0.4968484044075012,linde,0.4902837872505188,bank of,0.48957037925720215,apple,0.4814174175262451,oracle,0.4601462185382843,global payments,0.43687403202056885
90,progressive,sempra,0.919711172580719,aflac,0.9041903614997864,seagen,0.899627685546875,constellation brands,0.8879567384719849,yum brands,0.8101025819778442,paccar,0.8060610294342041,linde,0.8018715977668762,allstate,0.7906270027160645,msci,0.7872169017791748,hp,0.768743097782135,marvell technology group ltd,0.7577738761901855,roku,0.7567845582962036,docusign,0.7567101120948792,vf,0.7403217554092407,prologis,0.7373449802398682,coupa software,0.7362045645713806,eversource,0.7288726568222046,corteva,0.7189832925796509,resmed,0.7142690420150757,general motors,0.713900625705719,archer daniels midland,0.701947808265686,parker hannifin,0.7017291784286499,kimberly clark,0.6989054679870605,dupont de nemours,0.6965659856796265,eaton,0.6883573532104492
91,eversource,archer daniels midland,0.9017060995101929,paccar,0.8991104960441589,msci,0.8956611156463623,vf,0.890288233757019,digital realty,0.885050892829895,linde,0.8727463483810425,walgreen boots alliance,0.8549324870109558,kimberly clark,0.8548182249069214,constellation brands,0.8457465767860413,sherwin williams,0.8374943137168884,crowdstrike holdings,0.8337504863739014,seagen,0.8161723017692566,hp,0.809735894203186,viacomcbs,0.8063116669654846,global payments,0.8037078380584717,lululemon athletica,0.7871062755584717,bank of,0.7763587236404419,sempra,0.7604117393493652,fiserv,0.7589511871337891,palo alto networks,0.7525360584259033,american,0.746688723564148,waste management,0.7456609010696411,prologis,0.7419834733009338,ringcentral,0.7335572242736816,progressive,0.7288726568222046
92,corning,electronic arts,0.9846371412277222,ansys,0.9807052612304688,cadence design systems,0.9802025556564331,cognizant technology solutions,0.9800417423248291,adobe,0.9766576290130615,intuit,0.9743819236755371,skyworks solutions,0.9715827703475952,analog devices,0.971131443977356,maxim integrated products,0.970196545124054,synopsys,0.9691433906555176,autodesk,0.9658722281455994,chipotle mexican grill,0.9624606370925903,keysight technologies,0.9536679983139038,microchip technology,0.9486017823219299,xilinx,0.9481018781661987,intel corporation,0.9301867485046387,lam research,0.9298397898674011,micron technology,0.8976486921310425,advanced micro devices,0.8861192464828491,docusign,0.8815783262252808,broadcom,0.8252887725830078,charter communications,0.8033121824264526,united parcel service,0.7713329792022705,marvell technology group ltd,0.763364315032959,roku,0.7307533025741577
93,peloton interactive,dupont de nemours,0.899711012840271,linde,0.8907206654548645,kimberly clark,0.8834830522537231,general electric,0.8725563883781433,corteva,0.8694051504135132,msci,0.8615070581436157,viacomcbs,0.8003907203674316,seagen,0.7913457155227661,prologis,0.785423755645752,ringcentral,0.7664585113525391,constellation brands,0.7564307451248169,archer daniels midland,0.7511968612670898,hp,0.7465031743049622,kinder morgan,0.7275697588920593,alexion,0.7269818782806396,nike,0.7233749628067017,edison,0.7177754640579224,uber technologies,0.7149922847747803,oreilly automotive,0.7121783494949341,global payments,0.7098833322525024,truist financial,0.7065727114677429,international business machines,0.701916515827179,eversource,0.6989062428474426,yum brands,0.6986303925514221,etsy,0.6934577226638794
94,corteva,dupont de nemours,0.8865668773651123,peloton interactive,0.8694051504135132,kimberly clark,0.8425293564796448,msci,0.8256563544273376,linde,0.8255360126495361,seagen,0.8143117427825928,general electric,0.8016425371170044,uber technologies,0.7936480045318604,kinder morgan,0.783148467540741,viacomcbs,0.7676976323127747,allstate,0.7449005842208862,prologis,0.743242084980011,hp,0.735804557800293,international business machines,0.7354662418365479,progressive,0.7189832925796509,constellation brands,0.715192437171936,conocophillips,0.7010427117347717,yum brands,0.6975833177566528,oreilly automotive,0.6954094767570496,aflac,0.6949235200881958,ford motor,0.6858752965927124,archer daniels midland,0.679875373840332,edison,0.6698033809661865,paypal holdings,0.6694531440734863,tesla,0.6560109257698059
95,metlife,valero,0.8514814376831055,marathon petroleum,0.7880058288574219,t rowe price,0.7837672829627991,yum brands,0.7785095572471619,schlumberger,0.756220281124115,nike,0.7470598816871643,general motors,0.7432178258895874,norfolk southern,0.7418780326843262,simon property,0.740249514579773,oreilly automotive,0.7389075756072998,caterpillar,0.7190110683441162,mondelez,0.7131243944168091,dupont de nemours,0.7121441960334778,edison,0.709481954574585,vertex,0.7090334892272949,prologis,0.7005077600479126,american,0.7001059651374817,ringcentral,0.6922487616539001,home depot,0.6913644075393677,johnson controls,0.6812698841094971,kinder morgan,0.6801241636276245,roper technologies,0.6732156276702881,teladoc health,0.6719595789909363,costar,0.6674320697784424,eaton,0.6595450639724731
96,southwest airlines,delta air lines,0.871556282043457,boeing,0.8184876441955566,mcdonalds,0.7773400545120239,starbucks,0.7150490283966064,walmart,0.6350873708724976,lockheed martin,0.6087811589241028,kroger,0.5742814540863037,aflac,0.5640743970870972,eaton,0.5626434087753296,fedex,0.5547525882720947,colgate palmolive,0.5491502285003662,walt disney,0.5346339344978333,crowdstrike holdings,0.51565021276474,clorox,0.4856157898902893,american,0.48330962657928467,emerson electric,0.4662327766418457,northrop grumman,0.4459769129753113,sherwin williams,0.44016140699386597,charles schwab,0.43538206815719604,vf,0.4173261225223541,walgreen boots alliance,0.4072835147380829,schlumberger,0.39725446701049805,progressive,0.37501323223114014,dollar tree,0.36384057998657227,gilead sciences,0.35989224910736084
97,zimmer biomet holdings,stryker,0.9881290197372437,dexcom,0.9158232808113098,baxter,0.9056159853935242,medtronic,0.8883491158485413,costco wholesale,0.8775455951690674,becton dickinson,0.8358646631240845,danaher,0.8274018168449402,willis towers watson,0.7837836742401123,edwards lifesciences,0.7808985710144043,agilent technologies,0.7596843242645264,ebay,0.7494945526123047,vertex,0.7353144884109497,illumina,0.7325164675712585,abbott laboratories,0.7248514890670776,xcel,0.7090768814086914,berkshire hathaway,0.7007147073745728,intuitive surgical,0.6864719390869141,chubb ltd,0.6862839460372925,thermo fisher scientific,0.6806260943412781,veeva systems,0.6619763374328613,teladoc health,0.5990347862243652,roper technologies,0.5976002216339111,otis worldwide,0.5961480736732483,truist financial,0.5828571319580078,carrier global,0.5823273658752441
98,clorox,pepsico,0.8413146138191223,best buy,0.8286099433898926,walt disney,0.8242904543876648,colgate palmolive,0.7852760553359985,eaton,0.7830390930175781,mondelez,0.7660467624664307,mcdonalds,0.7495110034942627,kroger,0.74488365650177,dollar tree,0.7362219095230103,walmart,0.7231957912445068,valero,0.7229230403900146,american,0.6676952242851257,general motors,0.6450589895248413,norfolk southern,0.6310505867004395,t rowe price,0.6264505982398987,starbucks,0.6247345209121704,prologis,0.620750904083252,oreilly automotive,0.6073312163352966,autozone,0.6032301187515259,altria,0.5871922969818115,ringcentral,0.5705333352088928,simon property,0.5532401204109192,general electric,0.5509572625160217,sysco,0.550811231136322,exelon,0.5507700443267822
99,intel corporation,advanced micro devices,0.9700835943222046,cognizant technology solutions,0.9396419525146484,microchip technology,0.9392123222351074,analog devices,0.935387134552002,intuit,0.9349352121353149,electronic arts,0.9337314367294312,corning,0.9301868081092834,adobe,0.9262805581092834,xilinx,0.9247041344642639,chipotle mexican grill,0.9148331880569458,lam research,0.9076172113418579,skyworks solutions,0.9072738885879517,ansys,0.9026548862457275,maxim integrated products,0.8963188529014587,cadence design systems,0.8928416967391968,synopsys,0.8921186923980713,autodesk,0.8856867551803589,broadcom,0.8832484483718872,keysight technologies,0.8791395425796509,charter communications,0.8531621098518372,docusign,0.8491458892822266,micron technology,0.8414177894592285,united parcel service,0.7829744815826416,ametek,0.7785841226577759,apple,0.7503213882446289
100,vf,paccar,0.9324630498886108,eversource,0.890288233757019,archer daniels midland,0.8748286366462708,sherwin williams,0.8721648454666138,american,0.871070384979248,walgreen boots alliance,0.8673713207244873,crowdstrike holdings,0.8577401041984558,linde,0.8481981754302979,prologis,0.8350435495376587,colgate palmolive,0.8273531198501587,eaton,0.8255157470703125,aflac,0.819995641708374,hp,0.802363395690918,ringcentral,0.8013779520988464,msci,0.7975661754608154,sempra,0.7895364761352539,digital realty,0.7784712910652161,constellation brands,0.7763674259185791,seagen,0.7747882604598999,viacomcbs,0.7697043418884277,lululemon athletica,0.7654807567596436,kimberly clark,0.7572993636131287,yum brands,0.7408828735351562,progressive,0.7403216361999512,general electric,0.7296662330627441
101,walmart,mcdonalds,0.9245951771736145,starbucks,0.9207074642181396,kroger,0.8773740530014038,delta air lines,0.830827534198761,best buy,0.8127024173736572,dollar tree,0.7861262559890747,colgate palmolive,0.7443357706069946,pepsico,0.739646315574646,clorox,0.7231957316398621,walt disney,0.6528679132461548,american,0.6453722715377808,eaton,0.6424429416656494,southwest airlines,0.6350873112678528,crowdstrike holdings,0.6030740141868591,vf,0.5824663639068604,sherwin williams,0.5236501097679138,mondelez,0.49107626080513,paccar,0.4852527379989624,walgreen boots alliance,0.48153597116470337,aflac,0.46216416358947754,valero,0.4475289285182953,prologis,0.4402915835380554,ross stores,0.4156673550605774,visa,0.4055507183074951,simon property,0.3979765772819519
102,uber technologies,corteva,0.7936480045318604,seagen,0.7885856628417969,hp,0.7299376726150513,linde,0.7169296741485596,kinder morgan,0.7168656587600708,peloton interactive,0.7149922847747803,square,0.6926981210708618,aflac,0.6866813898086548,alexion,0.6837707161903381,tesla,0.6816507577896118,spotify technology,0.6741606593132019,progressive,0.6668017506599426,kimberly clark,0.6652189493179321,ford motor,0.6629295349121094,dupont de nemours,0.6372751593589783,constellation brands,0.6363819241523743,prudential financial,0.6260695457458496,activision blizzard,0.6252396106719971,general electric,0.6052916049957275,msci,0.6010242700576782,twilio,0.6009684205055237,allstate,0.5844815969467163,morgan stanley,0.5795878171920776,conocophillips,0.5764135718345642,international business machines,0.5740659832954407
103,teladoc health,nike,0.843312680721283,boston scientific,0.7408991456031799,vertex,0.7251641750335693,raytheon technologies,0.7036224007606506,dupont de nemours,0.7029561400413513,baxter,0.6975006461143494,carrier global,0.6793063879013062,etsy,0.6784276962280273,metlife,0.6719595193862915,chubb ltd,0.6578524112701416,parker hannifin,0.6570709943771362,paypal holdings,0.6553592085838318,becton dickinson,0.65337073802948,dexcom,0.6484985947608948,ebay,0.6385777592658997,schlumberger,0.6324166059494019,cummins,0.6320222616195679,emerson electric,0.6316632628440857,home depot,0.6294161081314087,general motors,0.6251522302627563,otis worldwide,0.6245657205581665,roper technologies,0.6175013780593872,johnson controls,0.6087279319763184,peloton interactive,0.6086016893386841,zimmer biomet holdings,0.5990347862243652
104,apple,advanced micro devices,0.8172309398651123,netflix,0.788281261920929,alphabet,0.7809689044952393,palo alto networks,0.7784026265144348,microsoft,0.7539303302764893,intel corporation,0.7503213882446289,roku,0.722256064414978,cognizant technology solutions,0.720374345779419,docusign,0.718290388584137,electronic arts,0.6951966285705566,lam research,0.6946361064910889,adobe,0.6935362815856934,cadence design systems,0.6930762529373169,xilinx,0.6914740800857544,corning,0.6828351020812988,broadcom,0.6824657917022705,ansys,0.6759845018386841,maxim integrated products,0.6754021644592285,micron technology,0.6753619909286499,oracle,0.6546410322189331,chipotle mexican grill,0.6532112956047058,autodesk,0.6514869928359985,synopsys,0.638413667678833,intuit,0.637393057346344,paychex,0.6344852447509766
105,parker hannifin,ametek,0.929855227470398,amphenol,0.9260183572769165,otis worldwide,0.9214651584625244,rockwell automation,0.8708468675613403,johnson controls,0.8620134592056274,resmed,0.8446545004844666,honeywell,0.8368626832962036,workday,0.8183985948562622,emerson electric,0.8027523159980774,raytheon technologies,0.7992360591888428,nike,0.78925621509552,exelon,0.78379225730896,automatic data processing,0.7585407495498657,transdigm,0.7541434168815613,coupa software,0.7018051147460938,progressive,0.7017290592193604,marvell technology group ltd,0.6971527338027954,sysco,0.6918548941612244,general motors,0.6889111995697021,microchip technology,0.6769276261329651,motorola solutions,0.6752146482467651,constellation brands,0.6634660959243774,docusign,0.6622766256332397,home depot,0.6620919704437256,teladoc health,0.6570709943771362
106,digital realty,eversource,0.885050892829895,walgreen boots alliance,0.8711161613464355,kimberly clark,0.8547829389572144,sherwin williams,0.8370025157928467,linde,0.8312231302261353,archer daniels midland,0.8210161924362183,bank of,0.8127865791320801,msci,0.8017207384109497,crowdstrike holdings,0.7958710193634033,seagen,0.793631911277771,paccar,0.7873170375823975,vf,0.7784712314605713,first republic bank,0.7771598100662231,hp,0.7747691869735718,viacomcbs,0.7670111060142517,waste management,0.7549529075622559,charles schwab,0.7546040415763855,sempra,0.7410668134689331,constellation brands,0.7326866984367371,palo alto networks,0.7318978309631348,facebook,0.7259119749069214,capital one financial,0.7130650281906128,microsoft,0.7119088172912598,travelers companies,0.7091002464294434,pinterest,0.7043933272361755
107,emerson electric,raytheon technologies,0.8876116275787354,honeywell,0.8201267123222351,parker hannifin,0.8027523159980774,ringcentral,0.7496042251586914,johnson controls,0.7376531362533569,otis worldwide,0.7356258630752563,cummins,0.7040249109268188,caterpillar,0.6944814920425415,northrop grumman,0.6813507080078125,amphenol,0.6812086701393127,lockheed martin,0.6811012029647827,workday,0.67286217212677,home depot,0.6696110367774963,nike,0.6679255962371826,eaton,0.6628563404083252,ametek,0.6518490314483643,general motors,0.6364967823028564,rockwell automation,0.635910153388977,teladoc health,0.6316632628440857,schlumberger,0.6196774840354919,norfolk southern,0.6191552877426147,motorola solutions,0.6157554388046265,zoetis,0.608606219291687,metlife,0.606248140335083,walt disney,0.6038037538528442
108,dollar general,intercontinental exchange,0.9797321557998657,bank of,0.7637250423431396,accenture,0.7549971342086792,oracle,0.6950901746749878,capital one financial,0.6784976124763489,travelers companies,0.6712468862533569,first republic bank,0.6240305304527283,crowdstrike holdings,0.5244450569152832,digital realty,0.5049765110015869,ebay,0.4884708523750305,costar,0.48834291100502014,spotify technology,0.48438185453414917,waste management,0.47718802094459534,fiserv,0.4654243588447571,allstate,0.4651719033718109,eversource,0.4524161219596863,wells fargo,0.42354005575180054,american express,0.4229186177253723,okta,0.42192769050598145,walgreen boots alliance,0.41843220591545105,berkshire hathaway,0.41573789715766907,servicenow,0.40049147605895996,visa,0.3857937753200531,charles schwab,0.385760635137558,resmed,0.382656455039978
109,lam research,adobe,0.9699341654777527,skyworks solutions,0.9669427275657654,micron technology,0.9666630029678345,electronic arts,0.9639047980308533,autodesk,0.9627479314804077,intuit,0.9548743367195129,ansys,0.9538038969039917,maxim integrated products,0.9465452432632446,cadence design systems,0.9457249641418457,synopsys,0.9369231462478638,cognizant technology solutions,0.9311935901641846,corning,0.9298397302627563,xilinx,0.9237052798271179,keysight technologies,0.9175742268562317,intel corporation,0.9076170921325684,analog devices,0.90651535987854,chipotle mexican grill,0.9055622816085815,microchip technology,0.895494818687439,broadcom,0.8875029683113098,docusign,0.8835519552230835,advanced micro devices,0.8745715618133545,roku,0.7760558724403381,charter communications,0.7643657326698303,marvell technology group ltd,0.7570003271102905,united parcel service,0.7389808893203735
